"ISSN","Category"
"09226443","Computer Science Applications"
"09226443","Control and Optimization"
"09226443","Control and Systems Engineering"
"09226443","Modeling and Simulation"
"15731383","Electrical and Electronic Engineering"
"15731383","Computer Networks and Communications"
"15731383","Computer Science Applications"
"15731383","Control and Optimization"
"15731383","Control and Systems Engineering"
"15731383","Modeling and Simulation"
"00813834","Archeology"
"00813834","Archeology"
"22115056","Ophthalmology"
"22115072","Ophthalmology"
"26894653","Reproductive Medicine"
"26894653","Urology"
"26894653","Endocrinology"
"19718993","Civil and Structural Engineering"
"19718993","Mechanical Engineering"
"19718993","Mechanics of Materials"
"14617781","Law"
"14617781","Sociology and Political Science"
"17441021","Law"
"17441021","Sociology and Political Science"
"22295178","Dermatology"
"22295178","Immunology and Allergy"
"22295178","Infectious Diseases"
"22295178","Microbiology"
"22495673","Dermatology"
"22495673","Immunology and Allergy"
"22495673","Infectious Diseases"
"22495673","Microbiology"
"12299138","Automotive Engineering"
"25743872","Education"
"25743872","Engineering"
"25743872","E-learning"
"10553096","Education"
"10553096","Engineering"
"10553096","E-learning"
"01614754","Chiropractics"
"15326586","Chiropractics"
"03880001","Linguistics and Language"
"02138409","Ecology"
"02138409","Aquatic Science"
"02138409","Water Science and Technology"
"21679436","Immunology and Allergy"
"21679436","Immunology"
"18745490","Philosophy"
"18745490","Issues, Ethics and Legal Aspects"
"18745490","Health Policy"
"18745490","Neurology"
"18745490","Psychiatry and Mental Health"
"18745504","Philosophy"
"18745504","Issues, Ethics and Legal Aspects"
"18745504","Health Policy"
"18745504","Neurology"
"18745504","Psychiatry and Mental Health"
"14782391","Ceramics and Composites"
"14782391","Materials Chemistry"
"14782391","Polymers and Plastics"
"09673911","Ceramics and Composites"
"09673911","Materials Chemistry"
"09673911","Polymers and Plastics"
"14064243","Linguistics and Language"
"17367409","Linguistics and Language"
"17413133","Computer Graphics and Computer-Aided Design"
"17413133","Mathematics"
"17413133","Modeling and Simulation"
"17413133","Software"
"00375497","Computer Graphics and Computer-Aided Design"
"00375497","Mathematics"
"00375497","Modeling and Simulation"
"00375497","Software"
"17449979","Hematology"
"17449979","Nephrology"
"21577005","Pediatrics, Perinatology and Child Health"
"21577005","Obstetrics and Gynecology"
"21576998","Pediatrics, Perinatology and Child Health"
"21576998","Obstetrics and Gynecology"
"00661546","Archeology"
"00661546","Cultural Studies"
"00661546","History"
"2014928X","Animal Science and Zoology"
"2014928X","Nature and Landscape Conservation"
"1578665X","Animal Science and Zoology"
"1578665X","Nature and Landscape Conservation"
"00046337","Astronomy and Astrophysics"
"00046337","Space and Planetary Science"
"15213994","Astronomy and Astrophysics"
"15213994","Space and Planetary Science"
"00074977","Aquatic Science"
"00074977","Oceanography"
"08930465","Geography, Planning and Development"
"08930465","Urban Studies"
"15397858","Cultural Studies"
"15397858","Arts and Humanities"
"00931896","Cultural Studies"
"00931896","Arts and Humanities"
"21679177","Physical Therapy, Sports Therapy and Rehabilitation"
"21679169","Physical Therapy, Sports Therapy and Rehabilitation"
"22482997","Epidemiology"
"22482997","Immunology and Microbiology"
"22482997","Infectious Diseases"
"22482997","Microbiology"
"22482997","Public Health, Environmental and Occupational Health"
"25618148","Communication"
"25618148","Artificial Intelligence"
"25618148","Computer Networks and Communications"
"25618148","Computer Science Applications"
"25618148","Information Systems"
"25618148","Software"
"25618156","Communication"
"25618156","Artificial Intelligence"
"25618156","Computer Networks and Communications"
"25618156","Computer Science Applications"
"25618156","Information Systems"
"25618156","Software"
"07485786","Education"
"07485786","Library and Information Sciences"
"23282967","Education"
"23282967","Library and Information Sciences"
"17936527","Algebra and Number Theory"
"02182165","Algebra and Number Theory"
"14697777","Geography, Planning and Development"
"14697777","Sociology and Political Science"
"0022278X","Geography, Planning and Development"
"0022278X","Sociology and Political Science"
"27693287","Agronomy and Crop Science"
"27693287","Food Science"
"27693287","Forestry"
"27693287","Soil Science"
"27693287","Biomedical Engineering"
"27693295","Agronomy and Crop Science"
"27693295","Food Science"
"27693295","Forestry"
"27693295","Soil Science"
"27693295","Biomedical Engineering"
"24070610","Education"
"24070610","Mathematics"
"20878885","Education"
"20878885","Mathematics"
"17577489","Mathematics"
"2051204X","Mathematics"
"00202940","Applied Mathematics"
"00202940","Control and Optimization"
"00202940","Instrumentation"
"20501250","Communication"
"20501250","Sociology and Political Science"
"20501250","Social Psychology"
"20501242","Communication"
"20501242","Sociology and Political Science"
"20501242","Social Psychology"
"16081021","Condensed Matter Physics"
"16081021","Fluid Flow and Transfer Processes"
"16081021","Materials Science"
"16081021","Metals and Alloys"
"16081021","Surfaces, Coatings and Films"
"16081021","Electronic, Optical and Magnetic Materials"
"26170795","Condensed Matter Physics"
"26170795","Fluid Flow and Transfer Processes"
"26170795","Materials Science"
"26170795","Metals and Alloys"
"26170795","Surfaces, Coatings and Films"
"26170795","Electronic, Optical and Magnetic Materials"
"03535053","Medicine"
"03535053","Psychiatry and Mental Health"
"18092276","Business and International Management"
"18092276","Management Information Systems"
"18092276","Management of Technology and Innovation"
"18092276","Marketing"
"21778736","Business and International Management"
"21778736","Management Information Systems"
"21778736","Management of Technology and Innovation"
"21778736","Marketing"
"15456838","Sociology and Political Science"
"15456838","Social Work"
"10705309","Sociology and Political Science"
"10705309","Social Work"
"19768257","Health, Toxicology and Mutagenesis"
"19768257","Toxicology"
"22342753","Health, Toxicology and Mutagenesis"
"22342753","Toxicology"
"20903367","Information Systems and Management"
"20903367","Decision Sciences"
"20903367","Management Science and Operations Research"
"20903367","Statistics, Probability and Uncertainty"
"20903359","Information Systems and Management"
"20903359","Decision Sciences"
"20903359","Management Science and Operations Research"
"20903359","Statistics, Probability and Uncertainty"
"00022667","Aerospace Engineering"
"23262621","Electrical and Electronic Engineering"
"23262621","Biomedical Engineering"
"23262621","Human-Computer Interaction"
"23262621","Behavioral Neuroscience"
"2326263X","Electrical and Electronic Engineering"
"2326263X","Biomedical Engineering"
"2326263X","Human-Computer Interaction"
"2326263X","Behavioral Neuroscience"
"20356803","Mathematics"
"20356803","Applied Mathematics"
"11671122","Dermatology"
"1362704X","Cultural Studies"
"1362704X","Visual Arts and Performing Arts"
"00167312","Anthropology"
"00167312","Earth-Surface Processes"
"00167312","Geography, Planning and Development"
"00167312","Global and Planetary Change"
"21948798","Anthropology"
"21948798","Earth-Surface Processes"
"21948798","Geography, Planning and Development"
"21948798","Global and Planetary Change"
"24542520","Hepatology"
"24542520","Oncology"
"23945079","Hepatology"
"23945079","Oncology"
"00933813","Condensed Matter Physics"
"00933813","Nuclear and High Energy Physics"
"19399375","Condensed Matter Physics"
"19399375","Nuclear and High Energy Physics"
"09747559","Pediatrics, Perinatology and Child Health"
"00196061","Pediatrics, Perinatology and Child Health"
"20903448","Hepatology"
"20903456","Hepatology"
"19418655","Computer Science"
"19418655","Education"
"19418655","E-learning"
"19418647","Computer Science"
"19418647","Education"
"19418647","E-learning"
"15733416","Political Science and International Relations"
"15733416","Sociology and Political Science"
"08914486","Political Science and International Relations"
"08914486","Sociology and Political Science"
"20901410","Surgery"
"20901410","Oncology"
"20901402","Surgery"
"20901402","Oncology"
"08898391","Clinical Psychology"
"08898391","Experimental and Cognitive Psychology"
"08898391","Psychiatry and Mental Health"
"1938887X","Clinical Psychology"
"1938887X","Experimental and Cognitive Psychology"
"1938887X","Psychiatry and Mental Health"
"18443117","Neurology"
"18443117","Neuroscience"
"18443117","Public Health, Environmental and Occupational Health"
"1844122X","Neurology"
"1844122X","Neuroscience"
"1844122X","Public Health, Environmental and Occupational Health"
"23300574","Development"
"23300574","Sociology and Political Science"
"23300574","Tourism, Leisure and Hospitality Management"
"1177083X","Social Sciences"
"14509628","Mathematics"
"1470840X","Law"
"1470840X","Philosophy"
"1470840X","Statistics, Probability and Uncertainty"
"14708396","Law"
"14708396","Philosophy"
"14708396","Statistics, Probability and Uncertainty"
"00261394","Engineering"
"16817575","Engineering"
"11105690","Obstetrics and Gynecology"
"11105690","Reproductive Medicine"
"20903251","Obstetrics and Gynecology"
"20903251","Reproductive Medicine"
"23915463","Medicine"
"13220829","Agricultural and Biological Sciences"
"13220829","Ecology, Evolution, Behavior and Systematics"
"13220829","Plant Science"
"13220829","Aquatic Science"
"13220829","Physiology"
"14401835","Agricultural and Biological Sciences"
"14401835","Ecology, Evolution, Behavior and Systematics"
"14401835","Plant Science"
"14401835","Aquatic Science"
"14401835","Physiology"
"14750902","Mechanical Engineering"
"14750902","Ocean Engineering"
"09684883","Education"
"25208209","Computers in Earth Sciences"
"25208209","Earth and Planetary Sciences"
"25208209","Geography, Planning and Development"
"25208209","Atmospheric Science"
"25208209","Oceanography"
"25208209","Space and Planetary Science"
"25208195","Computers in Earth Sciences"
"25208195","Earth and Planetary Sciences"
"25208195","Geography, Planning and Development"
"25208195","Atmospheric Science"
"25208195","Oceanography"
"25208195","Space and Planetary Science"
"05635020","Geology"
"25729861","Multidisciplinary"
"25729861","Social Sciences"
"23837977","Anesthesiology and Pain Medicine"
"19755171","Anesthesiology and Pain Medicine"
"03080226","Occupational Therapy"
"14776006","Occupational Therapy"
"1563521X","Chemical Engineering"
"1563521X","Chemistry"
"1563521X","Physics and Astronomy"
"1563521X","Energy Engineering and Power Technology"
"1563521X","Fuel Technology"
"00102202","Chemical Engineering"
"00102202","Chemistry"
"00102202","Physics and Astronomy"
"00102202","Energy Engineering and Power Technology"
"00102202","Fuel Technology"
"00103624","Agronomy and Crop Science"
"00103624","Soil Science"
"15322416","Agronomy and Crop Science"
"15322416","Soil Science"
"23337486","History"
"23337486","Law"
"23337486","Political Science and International Relations"
"23337486","Social Sciences"
"23337486","Sociology and Political Science"
"23337486","Management Science and Operations Research"
"23337494","History"
"23337494","Law"
"23337494","Political Science and International Relations"
"23337494","Social Sciences"
"23337494","Sociology and Political Science"
"23337494","Management Science and Operations Research"
"21628777","Electronic, Optical and Magnetic Materials"
"21628769","Electronic, Optical and Magnetic Materials"
"00132004","Education"
"00802042","Biochemistry"
"00802042","Medicine"
"00802042","Pharmacology"
"00802042","Physiology"
"00802042","Physiology"
"18763820","Complementary and Alternative Medicine"
"18763839","Complementary and Alternative Medicine"
"12311952","Geography, Planning and Development"
"18961525","Geography, Planning and Development"
"10290419","Computational Mechanics"
"10290419","Geophysics"
"10290419","Mechanics of Materials"
"10290419","Astronomy and Astrophysics"
